Année;Numéro;Département;Code INSEE;Nom de la commune;Date de première alerte;Surface parcourue (m2);Surface forêt (m2);Surface maquis garrigues (m2);Autres surfaces naturelles hors forêt (m2);Surfaces agricoles (m2);Autres surfaces (m2);Surface autres terres boisées (m2);Surfaces non boisées naturelles (m2);Surfaces non boisées artificialisées (m2);Surfaces non boisées (m2);Précision des surfaces;Type de peuplement;Nature;Décès ou bâtiments touchés;Nombre de décès;Nombre de bâtiments totalement détruits;Nombre de bâtiments partiellement détruits;Précision de la donnée
1974;728;2B;2B289;Soveria;07/08/1974 14:13;100000;0;0;;;;;;;;;;;;;;;
1974;727;2B;2B105;Erbajolo;07/08/1974 14:30;800000;0;0;;;;;;;;;;;;;;;
1974;172;07;07104;Issamoulenc;07/08/1974 15:00;20000;0;0;;;;;;;;;3;;;;;;
1974;169;07;07117;Lablachère;07/08/1974 15:00;30000;0;0;;;;;;;;;5;;;;;;
1974;1874;84;84118;Saint-Saturnin-lès-Apt;07/08/1974 15:10;10000;0;0;;;;;;;;;1;;;;;;
1974;1583;83;83099;Puget-sur-Argens;07/08/1974 15:30;1000;0;0;;;;;;;;;1;;;;;;
1974;1877;84;84078;Mondragon;07/08/1974 15:40;20000;0;0;;;;;;;;;6;;;;;;
1974;1134;30;30288;Saint-Nazaire;07/08/1974 15:50;950000;0;0;;;;;;;;;5;;;;;;
1974;1135;30;30256;Saint-Gervais;07/08/1974 16:15;8000;0;0;;;;;;;;;1;;;;;;
1974;1553;83;83070;Le Lavandou;07/08/1974 16:50;1000;0;0;;;;;;;;;1;;;;;;
1974;513;13;13075;Plan-de-Cuques;07/08/1974 17:04;2000;0;0;;;;;;;;;1;;;;;;
1974;1875;84;84138;Valréas;07/08/1974 17:50;10000;0;0;;;;;;;;;1;;;;;;
1974;514;13;13055;Marseille;07/08/1974 17:57;10000;0;0;;;;;;;;;5;Naturelle;;;;;
1974;1876;84;84135;Uchaux;07/08/1974 18:00;20000;0;0;;;;;;;;;1;;;;;;
1974;1133;30;30027;Bagard;07/08/1974 22:00;1000;0;0;;;;;;;;;1;;;;;;
1974;176;07;07143;Limony;08/08/1974 01:15;15000;0;0;;;;;;;;;1;Malveillance;;;;;
1974;177;07;07079;Désaignes;08/08/1974 03:10;1000;0;0;;;;;;;;;1;;;;;;
1974;1142;30;30081;Chusclan;08/08/1974 06:50;60000;0;0;;;;;;;;;5;;;;;;
1974;729;2A;2A324;Tavera;08/08/1974 09:26;20000;0;0;;;;;;;;;;;;;;;
1974;8;05;05088;Montmorin;08/08/1974 10:00;500000;0;0;;;;;;;;;5;Naturelle;;;;;
1974;731;2A;2A228;Pietrosella;08/08/1974 10:16;10000;0;0;;;;;;;;;;;;;;;
1974;730;2B;2B183;Ogliastro;08/08/1974 10:25;20000;0;0;;;;;;;;;;;;;;;
1974;7;05;05115;Remollon;08/08/1974 10:30;2740000;0;0;;;;;;;;;5;Involontaire (travaux);;;;;
1974;1404;66;66134;Passa;08/08/1974 11:00;1500000;0;0;;;;;;;;;;;;;;;
1974;1564;83;83002;Aiguines;08/08/1974 11:00;3960000;0;0;;;;;;;;;1;;;;;;
1974;1137;30;30127;Gaujac;08/08/1974 11:00;100000;0;0;;;;;;;;;;;;;;;
1974;732;2B;2B314;Santo-Pietro-di-Tenda;08/08/1974 11:44;100000;0;0;;;;;;;;;;;;;;;
1974;170;07;07066;Chomérac;08/08/1974 11:45;2000;0;0;;;;;;;;;1;;;;;;
1974;501;13;13005;Aubagne;08/08/1974 12:38;5000;0;0;;;;;;;;;;Malveillance;;;;;
1974;733;2B;2B341;Venaco;08/08/1974 13:12;400000;0;0;;;;;;;;;;;;;;;
1974;1145;30;30145;Lédenon;08/08/1974 13:30;1000;0;0;;;;;;;;;1;;;;;;
1974;734;2B;2B096;Corte;08/08/1974 13:45;10000;0;0;;;;;;;;;;;;;;;
1974;1143;30;30298;Saint-Sébastien-d'Aigrefeuille;08/08/1974 14:20;90000;0;0;;;;;;;;;5;Involontaire (particulier);;;;;
1974;1563;83;83066;Ginasservis;08/08/1974 15:15;20000;0;0;;;;;;;;;1;;;;;;
1974;1144;30;30227;Saint-Ambroix;08/08/1974 15:15;200000;0;0;;;;;;;;;1;;;;;;
1974;502;13;13047;Istres;08/08/1974 15:24;2000;0;0;;;;;;;;;;;;;;;
1974;1561;83;83018;Besse-sur-Issole;08/08/1974 15:50;5000;0;0;;;;;;;;;1;Involontaire (particulier);;;;;
1974;503;13;13004;Arles;08/08/1974 16:24;30000;0;0;;;;;;;;;1;;;;;;
1974;1138;30;30170;Molières-Cavaillac;08/08/1974 16:25;2000;0;0;;;;;;;;;1;;;;;;
1974;1879;84;84103;Rustrel;08/08/1974 16:30;30000;0;0;;;;;;;;;1;;;;;;
1974;1141;30;30135;Jonquières-Saint-Vincent;08/08/1974 17:10;800000;0;0;;;;;;;;;1;Involontaire (travaux);;;;;
1974;1139;30;30038;Bez-et-Esparon;08/08/1974 17:25;13000;0;0;;;;;;;;;1;;;;;;
1974;171;07;07019;Aubenas;08/08/1974 17:30;10000;0;0;;;;;;;;;1;;;;;;
1974;1140;30;30061;La Calmette;08/08/1974 20:00;20000;0;0;;;;;;;;;1;;;;;;
1974;1314;34;34016;Aumelas;08/08/1974 20:00;20000;0;0;;;;;;;;;1;;;;;;
1974;1559;83;83050;Draguignan;08/08/1974 21:10;1000;0;0;;;;;;;;;1;;;;;;
1974;1136;30;30223;Rousson;08/08/1974 22:00;5000;0;0;;;;;;;;;1;Accidentelle;;;;;
1974;1560;83;83137;Toulon;08/08/1974 23:10;30000;0;0;;;;;;;;;1;;;;;;
1974;1673;83;83067;Gonfaron;09/08/1974 01:00;20000;0;0;;;;;;;;;1;Involontaire (particulier);;;;;
1974;1555;83;83115;Sainte-Maxime;09/08/1974 04:30;1000;0;0;;;;;;;;;1;;;;;;
1974;1556;83;83115;Sainte-Maxime;09/08/1974 04:30;1000;0;0;;;;;;;;;1;;;;;;
1974;1562;83;83121;Salernes;09/08/1974 04:40;1000;0;0;;;;;;;;;5;Involontaire (particulier);;;;;
1974;1554;83;83118;Saint-Raphaël;09/08/1974 08:05;2000;0;0;;;;;;;;;1;;;;;;
1974;748;2B;2B039;Bisinchi;09/08/1974 08:51;80000;0;0;;;;;;;;;;;;;;;
1974;1881;84;84019;Bollène;09/08/1974 09:15;4000;0;0;;;;;;;;;6;;;;;;
1974;1336;34;34035;La Boissière;09/08/1974 09:15;35000;0;0;;;;;;;;;1;Naturelle;;;;;
1974;735;2B;2B120;Furiani;09/08/1974 09:34;30000;0;0;;;;;;;;;;;;;;;
1974;1146;30;30098;Crespian;09/08/1974 10:00;5000;0;0;;;;;;;;;1;;;;;;
1974;1344;34;34337;Villeneuve-lès-Maguelone;09/08/1974 10:20;20000;0;0;;;;;;;;;1;;;;;;
1974;1557;83;83048;La Croix-Valmer;09/08/1974 10:30;2000;0;0;;;;;;;;;1;;;;;;
1974;737;2B;2B107;Ersa;09/08/1974 10:30;400000;0;0;;;;;;;;;;;;;;;
1974;736;2B;2B049;Calenzana;09/08/1974 10:39;20000;0;0;;;;;;;;;;;;;;;
1974;174;07;07082;Dornas;09/08/1974 10:45;2000;0;0;;;;;;;;;1;;;;;;
1974;179;07;07053;Chandolas;09/08/1974 11:00;15000;0;0;;;;;;;;;1;;;;;;
1974;175;07;07019;Aubenas;09/08/1974 11:00;10000;0;0;;;;;;;;;1;;;;;;
1974;41;06;06006;Aspremont;09/08/1974 11:19;20000;0;0;;;;;;;;;1;;;;;;
1974;1572;83;83066;Ginasservis;09/08/1974 11:40;120000;0;0;;;;;;;;;3;;;;;;
1974;1579;83;83066;Ginasservis;09/08/1974 11:40;150000;0;0;;;;;;;;;1;;;;;;
1974;1148;30;30036;Bernis;09/08/1974 11:45;15000;0;0;;;;;;;;;1;;;;;;
1974;738;2B;2B121;Galéria;09/08/1974 11:52;150000;0;0;;;;;;;;;;;;;;;
1974;1150;30;30268;Saint-Jean-de-Valériscle;09/08/1974 11:56;8000;0;0;;;;;;;;;1;;;;;;
1974;1566;83;83043;Collobrières;09/08/1974 12:00;2000;0;0;;;;;;;;;1;;;;;;
1974;1588;83;83118;Saint-Raphaël;09/08/1974 12:00;1000;0;0;;;;;;;;;5;;;;;;
1974;1686;83;83042;Cogolin;09/08/1974 12:20;1000;0;0;;;;;;;;;1;;;;;;
1974;739;2A;2A266;Salice;09/08/1974 12:43;1500000;0;0;;;;;;;;;;;;;;;
1974;740;2B;2B199;Palasca;09/08/1974 12:55;20000;0;0;;;;;;;;;;;;;;;
1974;180;07;07319;Le Teil;09/08/1974 13:00;20000;0;0;;;;;;;;;1;;;;;;
1974;741;2B;2B037;Biguglia;09/08/1974 13:00;1000000;0;0;;;;;;;;;;;;;;;
1974;1401;66;66044;Castelnou;09/08/1974 13:00;102000;0;0;;;;;;;;;;;;;;;
1974;173;07;07058;Chassiers;09/08/1974 13:15;2000;0;0;;;;;;;;;1;;;;;;
1974;1565;83;83043;Collobrières;09/08/1974 13:30;1000;0;0;;;;;;;;;1;;;;;;
1974;1149;30;30061;La Calmette;09/08/1974 13:35;1000;0;0;;;;;;;;;1;;;;;;
1974;1570;83;83104;Rians;09/08/1974 14:00;150000;0;0;;;;;;;;;3;;;;;;
1974;742;2B;2B306;Santa-Lucia-di-Mercurio;09/08/1974 14:09;2000000;0;0;;;;;;;;;;;;;;;
1974;1647;83;83061;Fréjus;09/08/1974 14:20;10000;0;0;;;;;;;;;5;;;;;;
1974;1313;34;34028;Bédarieux;09/08/1974 14:30;200000;0;0;;;;;;;;;1;;;;;;
1974;1558;83;83119;Saint-Tropez;09/08/1974 14:30;10000;0;0;;;;;;;;;1;;;;;;
1974;743;2B;2B343;Venzolasca;09/08/1974 14:42;30000;0;0;;;;;;;;;;;;;;;
1974;40;06;06064;Gattières;09/08/1974 14:44;1200000;0;0;;;;;;;;;3;;;;;;
1974;74;06;06005;Ascros;09/08/1974 14:46;6030000;0;0;;;;;;;;;1;;;;;;
1974;504;13;13051;Lançon-Provence;09/08/1974 14:48;2000;0;0;;;;;;;;;1;;;;;;
1974;1402;66;66165;Rodès;09/08/1974 15:00;5000;0;0;;;;;;;;;;Accidentelle;;;;;
1974;746;2B;2B185;Oletta;09/08/1974 15:25;20000;0;0;;;;;;;;;;;;;;;
1974;1316;34;34003;Agde;09/08/1974 15:30;60000;0;0;;;;;;;;;1;;;;;;
1974;744;2B;2B193;Omessa;09/08/1974 15:40;20000;0;0;;;;;;;;;;;;;;;
1974;747;2B;2B293;Sant'Andréa-di-Cotone;09/08/1974 15:45;30000;0;0;;;;;;;;;;;;;;;
1974;1147;30;30004;Aigues-Vives;09/08/1974 15:45;25000;0;0;;;;;;;;;5;;;;;;
1974;1571;83;83092;Pignans;09/08/1974 15:50;20000;0;0;;;;;;;;;1;Accidentelle;;;;;
1974;1880;84;84099;Robion;09/08/1974 16:00;30000;0;0;;;;;;;;;1;;;;;;
1974;745;2A;2A272;Sartène;09/08/1974 16:34;20000;0;0;;;;;;;;;;Malveillance;;;;;
1974;1573;83;83019;Bormes-les-Mimosas;09/08/1974 16:35;1000;0;0;;;;;;;;;1;Involontaire (particulier);;;;;
1974;505;13;13005;Aubagne;09/08/1974 16:45;30000;0;0;;;;;;;;;;;;;;;
1974;506;13;13051;Lançon-Provence;09/08/1974 16:55;1000;0;0;;;;;;;;;5;;;;;;
1974;507;13;13001;Aix-en-Provence;09/08/1974 17:13;80000;0;0;;;;;;;;;;;;;;;
1974;1567;83;83126;La Seyne-sur-Mer;09/08/1974 18:40;1000;0;0;;;;;;;;;1;Involontaire (particulier);;;;;
1974;184;07;07048;Chalencon;09/08/1974 19:15;10000;0;0;;;;;;;;;1;Involontaire (travaux);;;;;
1974;1569;83;83004;Les Arcs;09/08/1974 23:05;5000;0;0;;;;;;;;;5;;;;;;
1974;1568;83;83141;Trans-en-Provence;09/08/1974 23:05;5000;0;0;;;;;;;;;5;;;;;;
1974;178;07;07088;Faugères;09/08/1974 23:10;30000;0;0;;;;;;;;;5;;;;;;
1974;183;07;07214;Saint-Apollinaire-de-Rias;10/08/1974 08:00;15000;0;0;;;;;;;;;1;;;;;;
1974;1696;83;83126;La Seyne-sur-Mer;10/08/1974 08:15;1000;0;0;;;;;;;;;1;Involontaire (particulier);;;;;
1974;757;2B;2B055;Campitello;10/08/1974 09:28;30000;0;0;;;;;;;;;;;;;;;
1974;1315;34;34259;Saint-Georges-d'Orques;10/08/1974 10:00;750000;0;0;;;;;;;;;1;;;;;;
1974;547;13;13022;Cassis;10/08/1974 10:03;2000;0;0;;;;;;;;;5;;;;;;
1974;755;2A;2A272;Sartène;10/08/1974 10:19;100000;0;0;;;;;;;;;;;;;;;
1974;1575;83;83146;La Verdière;10/08/1974 10:25;8000;0;0;;;;;;;;;1;;;;;;
1974;1878;84;84033;Castellet;10/08/1974 10:45;20000;0;0;;;;;;;;;1;;;;;;
1974;751;2B;2B293;Sant'Andréa-di-Cotone;10/08/1974 11:05;20000;0;0;;;;;;;;;;;;;;;
1974;1580;83;83066;Ginasservis;10/08/1974 12:05;30000;0;0;;;;;;;;;3;;;;;;
1974;181;07;07073;Le Crestet;10/08/1974 12:30;10000;0;0;;;;;;;;;1;Accidentelle;;;;;
1974;1574;83;83048;La Croix-Valmer;10/08/1974 12:50;2000;0;0;;;;;;;;;1;Involontaire (particulier);;;;;
1974;1582;83;83097;Pourrières;10/08/1974 13:05;1000;0;0;;;;;;;;;4;;;;;;
1974;1693;83;83071;La Londe-les-Maures;10/08/1974 13:38;5000;0;0;;;;;;;;;1;;;;;;
1974;758;2B;2B148;Lucciana;10/08/1974 13:40;90000;0;0;;;;;;;;;;;;;;;
1974;752;2B;2B015;Ampriani;10/08/1974 14:30;30000;0;0;;;;;;;;;;;;;;;
1974;756;2B;2B239;Poggio-d'Oletta;10/08/1974 15:00;100000;0;0;;;;;;;;;;;;;;;
1974;1577;83;83134;Taradeau;10/08/1974 15:10;100000;0;0;;;;;;;;;5;;;;;;
1974;327;11;11144;Fitou;10/08/1974 15:15;22000;0;0;;;;;;;;;1;;;;;;
1974;749;2A;2A324;Tavera;10/08/1974 16:15;90000;0;0;;;;;;;;;;;;;;;
1974;753;2B;2B289;Soveria;10/08/1974 16:45;25000;0;0;;;;;;;;;;;;;;;
1974;750;2B;2B023;Asco;10/08/1974 16:50;30000;0;0;;;;;;;;;;;;;;;
1974;754;2B;2B093;Corbara;10/08/1974 17:40;30000;0;0;;;;;;;;;;Accidentelle;;;;;
1974;1584;83;83118;Saint-Raphaël;10/08/1974 17:43;10000;0;0;;;;;;;;;5;;;;;;
1974;1684;83;83134;Taradeau;10/08/1974 17:50;1000;0;0;;;;;;;;;1;;;;;;
1974;1333;34;34255;Saint-Gély-du-Fesc;10/08/1974 18:00;308000;0;0;;;;;;;;;1;;;;;;
1974;1581;83;83129;Six-Fours-les-Plages;10/08/1974 18:15;1000;0;0;;;;;;;;;1;;;;;;
1974;1576;83;83126;La Seyne-sur-Mer;10/08/1974 18:20;1000;0;0;;;;;;;;;1;;;;;;
1974;1578;83;83016;Le Beausset;10/08/1974 20:20;5000;0;0;;;;;;;;;1;;;;;;
1974;1590;83;83016;Le Beausset;10/08/1974 20:35;5000;0;0;;;;;;;;;1;;;;;;
1974;39;06;06079;Mandelieu-la-Napoule;10/08/1974 21:45;1000;0;0;;;;;;;;;5;;;;;;
1974;1154;30;30028;Bagnols-sur-Cèze;10/08/1974 22:30;6000;0;0;;;;;;;;;1;;;;;;
1974;1606;83;83004;Les Arcs;10/08/1974 22:50;1000;0;0;;;;;;;;;5;;;;;;
1974;1607;83;83099;Puget-sur-Argens;10/08/1974 23:20;2000;0;0;;;;;;;;;1;;;;;;
1974;329;11;11255;Montredon-des-Corbières;11/08/1974 00:15;60000;0;0;;;;;;;;;1;;;;;;
1974;1151;30;30338;Vallérargues;11/08/1974 01:00;430000;0;0;;;;;;;;;3;;;;;;
1974;508;13;13046;Gréasque;11/08/1974 03:25;1000;0;0;;;;;;;;;1;;;;;;
1974;509;13;13046;Gréasque;11/08/1974 04:51;30000;0;0;;;;;;;;;5;;;;;;
1974;328;11;11040;Bizanet;11/08/1974 05:00;100000;0;0;;;;;;;;;1;Malveillance;;;;;
1974;1337;34;34282;Saint-Paul-et-Valmalle;11/08/1974 08:00;150000;0;0;;;;;;;;;1;Accidentelle;;;;;
1974;759;2B;2B012;Altiani;11/08/1974 08:50;20000;0;0;;;;;;;;;;;;;;;
1974;1586;83;83003;Ampus;11/08/1974 10:00;1000;0;0;;;;;;;;;1;;;;;;
1974;760;2A;2A004;Ajaccio;11/08/1974 10:25;30000;0;0;;;;;;;;;;;;;;;
1974;761;2B;2B281;Sisco;11/08/1974 10:35;15000;0;0;;;;;;;;;;Accidentelle;;;;;
1974;1591;83;83050;Draguignan;11/08/1974 10:40;5000;0;0;;;;;;;;;1;;;;;;
1974;1592;83;83126;La Seyne-sur-Mer;11/08/1974 10:40;80000;0;0;;;;;;;;;1;;;;;;
1974;762;2B;2B168;Monticello;11/08/1974 10:50;15000000;0;0;;;;;;;;;;Accidentelle;;;;;
1974;1155;30;30132;La Grand-Combe;11/08/1974 11:00;1000;0;0;;;;;;;;;1;;;;;;
1974;204;07;07319;Le Teil;11/08/1974 11:00;200000;0;0;;;;;;;;;3;;;;;;
1974;763;2A;2A004;Ajaccio;11/08/1974 11:49;10000;0;0;;;;;;;;;;;;;;;
1974;1585;83;83036;Cavalaire-sur-Mer;11/08/1974 11:55;1000;0;0;;;;;;;;;1;;;;;;
1974;1160;30;30153;Malons-et-Elze;11/08/1974 12:00;1300000;0;0;;;;;;;;;3;;;;;;
1974;1587;83;83012;Barjols;11/08/1974 12:15;1000;0;0;;;;;;;;;1;Malveillance;;;;;
1974;764;2A;2A212;Piana;11/08/1974 13:10;1500000;0;0;;;;;;;;;;;;;;;
1974;182;07;07325;Ucel;11/08/1974 13:30;10000;0;0;;;;;;;;;1;;;;;;
1974;765;2A;2A032;Bastelicaccia;11/08/1974 13:40;2000000;0;0;;;;;;;;;;;;;;;
1974;766;2A;2A004;Ajaccio;11/08/1974 13:51;15000;0;0;;;;;;;;;;;;;;;
1974;1152;30;30015;Arphy;11/08/1974 14:15;1000;0;0;;;;;;;;;1;;;;;;
1974;1594;83;83048;La Croix-Valmer;11/08/1974 14:35;40000;0;0;;;;;;;;;1;Involontaire (particulier);;;;;
1974;1589;83;83081;Montauroux;11/08/1974 14:55;15000;0;0;;;;;;;;;1;;;;;;
1974;1342;34;34264;Saint-Jean-de-Buèges;11/08/1974 15:00;20000;0;0;;;;;;;;;1;;;;;;
1974;1593;83;83003;Ampus;11/08/1974 15:15;20000;0;0;;;;;;;;;1;;;;;;
1974;510;13;13001;Aix-en-Provence;11/08/1974 15:27;7000;0;0;;;;;;;;;1;;;;;;
1974;767;2A;2A004;Ajaccio;11/08/1974 15:37;200000;0;0;;;;;;;;;;;;;;;
1974;1157;30;30136;Junas;11/08/1974 16:30;350000;0;0;;;;;;;;;5;;;;;;
1974;1158;30;30019;Aubais;11/08/1974 16:30;100000;0;0;;;;;;;;;1;;;;;;
1974;1596;83;83091;Pierrefeu-du-Var;11/08/1974 17:00;1000;0;0;;;;;;;;;1;;;;;;
1974;1153;30;30339;Valleraugue;11/08/1974 17:30;20000;0;0;;;;;;;;;1;Accidentelle;;;;;
1974;511;13;13005;Aubagne;11/08/1974 18:14;360000;0;0;;;;;;;;;1;Involontaire (particulier);;;;;
1974;1595;83;83126;La Seyne-sur-Mer;11/08/1974 18:30;8000;0;0;;;;;;;;;1;;;;;;
1974;512;13;13067;Orgon;11/08/1974 19:30;20000;0;0;;;;;;;;;1;Accidentelle;;;;;
1974;520;13;13055;Marseille;11/08/1974 20:02;100000;0;0;;;;;;;;;1;Accidentelle;;;;;
1974;769;2B;2B293;Sant'Andréa-di-Cotone;12/08/1974 00:20;400000;0;0;;;;;;;;;;;;;;;
1974;517;13;13014;Berre-l'Étang;12/08/1974 00:28;30000;0;0;;;;;;;;;1;;;;;;
1974;1180;30;30067;La Capelle-et-Masmolène;12/08/1974 00:30;2000;0;0;;;;;;;;;1;;;;;;
1974;552;13;13113;Venelles;12/08/1974 00:44;40000;0;0;;;;;;;;;5;;;;;;
1974;515;13;13113;Venelles;12/08/1974 00:59;40000;0;0;;;;;;;;;5;;;;;;
1974;516;13;13001;Aix-en-Provence;12/08/1974 01:18;130000;0;0;;;;;;;;;3;;;;;;
1974;768;2B;2B239;Poggio-d'Oletta;12/08/1974 07:30;10000;0;0;;;;;;;;;;;;;;;
1974;774;2A;2A103;Cuttoli-Corticchiato;12/08/1974 07:51;10000;0;0;;;;;;;;;;;;;;;
1974;190;07;07163;Montselgues;12/08/1974 09:00;40000;0;0;;;;;;;;;1;Involontaire (travaux);;;;;
1974;1162;30;30203;Portes;12/08/1974 09:00;60000;0;0;;;;;;;;;5;;;;;;
1974;773;2B;2B166;Monte;12/08/1974 09:15;150000;0;0;;;;;;;;;;;;;;;
1974;185;07;07291;Saint-Remèze;12/08/1974 09:30;30000;0;0;;;;;;;;;1;;;;;;
1974;1605;83;83139;Tourtour;12/08/1974 09:30;10000;0;0;;;;;;;;;3;Involontaire (particulier);;;;;
1974;1159;30;30189;Nîmes;12/08/1974 09:35;30000;0;0;;;;;;;;;5;;;;;;
1974;538;13;13047;Istres;12/08/1974 10:12;5000;0;0;;;;;;;;;5;Accidentelle;;;;;
1974;44;06;06018;Biot;12/08/1974 11:55;250000;0;0;;;;;;;;;1;;;;;;
1974;188;07;07081;Dompnac;12/08/1974 12:00;300000;0;0;;;;;;;;;1;;;;;;
1974;1164;30;30317;Sernhac;12/08/1974 12:00;1400000;0;0;;;;;;;;;1;;;;;;
1974;1599;83;83110;Rougiers;12/08/1974 12:15;1000;0;0;;;;;;;;;1;;;;;;
1974;192;07;07281;Saint-Péray;12/08/1974 12:40;10000;0;0;;;;;;;;;1;;;;;;
1974;1319;34;34228;Rieussec;12/08/1974 13:30;6000000;0;0;;;;;;;;;;Involontaire (particulier);;;;;
1974;193;07;07068;Colombier-le-Jeune;12/08/1974 13:30;1000;0;0;;;;;;;;;1;Malveillance;;;;;
1974;1156;30;30330;Tornac;12/08/1974 13:30;5000;0;0;;;;;;;;;1;;;;;;
1974;186;07;07097;Glun;12/08/1974 13:40;20000;0;0;;;;;;;;;1;;;;;;
1974;518;13;13030;Cuges-les-Pins;12/08/1974 14:06;40000;0;0;;;;;;;;;5;;;;;;
1974;1604;83;83118;Saint-Raphaël;12/08/1974 14:20;10000;0;0;;;;;;;;;3;;;;;;
1974;344;11;11221;Les Martys;12/08/1974 14:30;60000;0;0;;;;;;;;;1;;;;;;
1974;1600;83;83146;La Verdière;12/08/1974 14:40;10000;0;0;;;;;;;;;5;;;;;;
1974;772;2B;2B039;Bisinchi;12/08/1974 14:50;700000;0;0;;;;;;;;;;;;;;;
1974;521;13;13071;Les Pennes-Mirabeau;12/08/1974 14:54;100000;0;0;;;;;;;;;6;Involontaire (particulier);;;;;
1974;189;07;07163;Montselgues;12/08/1974 15:00;10000;0;0;;;;;;;;;1;Malveillance;;;;;
1974;524;13;13113;Venelles;12/08/1974 15:02;10000;0;0;;;;;;;;;;;;;;;
1974;1408;66;66148;Port-Vendres;12/08/1974 15:03;20000;0;0;;;;;;;;;;;;;;;
1974;1603;83;83073;Le Luc;12/08/1974 15:20;1000;0;0;;;;;;;;;3;;;;;;
1974;1602;83;83073;Le Luc;12/08/1974 15:20;1000;0;0;;;;;;;;;3;;;;;;
1974;771;2B;2B029;Barbaggio;12/08/1974 15:25;2500000;0;0;;;;;;;;;;;;;;;
1974;1601;83;83073;Le Luc;12/08/1974 15:25;30000;0;0;;;;;;;;;3;;;;;;
1974;519;13;13086;Roquevaire;12/08/1974 15:26;5000;0;0;;;;;;;;;5;Involontaire (particulier);;;;;
1974;1403;66;66008;Argelès-sur-Mer;12/08/1974 15:30;700000;0;0;;;;;;;;;;Malveillance;;;;;
1974;522;13;13066;Noves;12/08/1974 15:57;10000;0;0;;;;;;;;;1;;;;;;
1974;59;06;06070;Gréolières;12/08/1974 16:30;3670000;0;0;;;;;;;;;3;Malveillance;;;;;
1974;11;05;05006;L'Argentière-la-Bessée;12/08/1974 16:40;14000;0;0;;;;;;;;;5;;;;;;
1974;1161;30;30129;Générargues;12/08/1974 17:45;30000;0;0;;;;;;;;;1;;;;;;
1974;1598;83;83144;La Valette-du-Var;12/08/1974 18:30;40000;0;0;;;;;;;;;1;Involontaire (particulier);;;;;
1974;330;11;11285;Peyriac-de-Mer;12/08/1974 18:30;18000;0;0;;;;;;;;;1;;;;;;
1974;770;2B;2B096;Corte;12/08/1974 19:20;700000;0;0;;;;;;;;;;;;;;;
1974;523;13;13062;Mimet;12/08/1974 20:28;1000;0;0;;;;;;;;;;;;;;;
1974;1597;83;83126;La Seyne-sur-Mer;12/08/1974 20:45;1000;0;0;;;;;;;;;1;;;;;;
1974;187;07;07325;Ucel;13/08/1974 00:45;5000;0;0;;;;;;;;;1;;;;;;
1974;249;07;07309;Satillieu;13/08/1974 01:00;110000;0;0;;;;;;;;;1;;;;;;
1974;42;06;06147;Tourrette-Levens;13/08/1974 02:00;250000;0;0;;;;;;;;;5;;;;;;
1974;1320;34;34283;Saint-Pierre-de-la-Fage;13/08/1974 04:00;95000;0;0;;;;;;;;;1;;;;;;
1974;62;06;06122;Saint-Jeannet;13/08/1974 07:10;1500000;0;0;;;;;;;;;1;;;;;;
1974;1608;83;83073;Le Luc;13/08/1974 09:00;1000;0;0;;;;;;;;;3;;;;;;
1974;1163;30;30273;Saint-Julien-de-Peyrolas;13/08/1974 09:50;30000;0;0;;;;;;;;;1;;;;;;
1974;191;07;07145;Lussas;13/08/1974 10:30;5000;0;0;;;;;;;;;1;;;;;;
1974;200;07;07083;Dunières-sur-Eyrieux;13/08/1974 10:45;4000000;0;0;;;;;;;;;3;Involontaire (travaux);;;;;
1974;1181;30;30073;Castillon-du-Gard;13/08/1974 11:00;25000;0;0;;;;;;;;;1;Accidentelle;;;;;
1974;776;2B;2B105;Erbajolo;13/08/1974 11:50;4000000;0;0;;;;;;;;;;;;;;;
1974;1166;30;30071;Cassagnoles;13/08/1974 11:55;800000;0;0;;;;;;;;;3;Involontaire (travaux);;;;;
1974;194;07;07298;Saint-Symphorien-sous-Chomérac;13/08/1974 12:40;30000;0;0;;;;;;;;;1;Malveillance;;;;;
1974;1165;30;30189;Nîmes;13/08/1974 13:00;80000;0;0;;;;;;;;;5;;;;;;
1974;777;2B;2B356;Zalana;13/08/1974 13:10;100000;0;0;;;;;;;;;;;;;;;
1974;206;07;07048;Chalencon;13/08/1974 14:00;100000;0;0;;;;;;;;;3;;;;;;
1974;525;13;13001;Aix-en-Provence;13/08/1974 14:08;5000;0;0;;;;;;;;;1;;;;;;
1974;775;2A;2A017;Appietto;13/08/1974 14:55;200000;0;0;;;;;;;;;;;;;;;
1974;196;07;07152;Mauves;13/08/1974 14:58;150000;0;0;;;;;;;;;1;;;;;;
1974;345;11;11221;Les Martys;13/08/1974 16:45;70000;0;0;;;;;;;;;3;;;;;;
1974;1609;83;83031;Le Cannet-des-Maures;13/08/1974 17:20;1000;0;0;;;;;;;;;1;;;;;;
1974;1610;83;83069;Hyères;13/08/1974 17:50;1000;0;0;;;;;;;;;1;;;;;;
1974;1409;66;66016;Banyuls-sur-Mer;13/08/1974 18:35;20000;0;0;;;;;;;;;;;;;;;
1974;1611;83;83061;Fréjus;13/08/1974 22:50;1000;0;0;;;;;;;;;1;;;;;;
1974;198;07;07309;Satillieu;14/08/1974 01:30;120000;0;0;;;;;;;;;;;;;;;
1974;334;11;11198;Laure-Minervois;14/08/1974 03:00;80000;0;0;;;;;;;;;5;;;;;;
